stop_name,stop_lat,stop_lng
Poliklinika Petrovice,50.039242,14.560974
Poliklinika Petřiny,50.08994,14.358011
Poliklinika Prosek,50.12823,14.49235
Poliklinika Vltavská,50.098102,14.436588
Poliklinika Vysočany,50.108776,14.49435
Poliklinika Zahradní Město,50.056528,14.496963
Poliklinika Černý Most,50.107626,14.572516
Poliklinika Čumpelíkova,50.126958,14.460492
Polygrafická,50.080198,14.519484
"Popovičky,Chomutovice",49.956931,14.603424
"Popovičky,Nebřenice",49.943631,14.608969
"Popovičky,rozc.",49.961846,14.60091
Postřižín,50.23334,14.386312
"Postřižín,U Kapličky",50.232195,14.387218
Povltavská,50.116078,14.433816
Počeradská,50.139236,14.451766
"Poříčany,prodejna",50.10591,14.917946
"Poříčany,u Hroudů",50.109305,14.916796
"Poříčany,škola",50.108422,14.913874
"Poříčany,žel.st.",50.11074,14.922075
Pošta Újezd nad Lesy,50.073414,14.654788
Poštovka,50.068506,14.35386
Poštovská,50.11059,14.508766
Prašná,50.035001,14.520883
Prašný most,50.094819,14.395073
Pražská tržnice,50.098244,14.444729
Pražská čtvrť,50.027942,14.366857
Pražského povstání,50.056083,14.43459
Pražský hrad,50.093234,14.398228
Prosecká,50.117746,14.497646
Prosek,50.119146,14.49875
Prosluněná,50.044901,14.402255
Prunéřovská,50.143868,14.450866
Prusice,49.968276,14.876655
"Prusice,rozc.",49.969416,14.881545
Prvomájová,49.9855,14.357132
Právnická fakulta,50.091479,14.417731
Práčská,50.053618,14.509683
Průběžná,50.071515,14.48611
Průchova,50.062493,14.366191
Průhonice,50.001676,14.560892
"Průhonice,Hole",49.999474,14.55011
"Průhonice,Komárov",50.003211,14.548435
"Průhonice,Rozkoš",49.999976,14.531832
"Průhonice,Tovární",49.997803,14.548996
"Průhonice,hájovna",49.994605,14.544509
Průhonský háj,50.109957,14.34129
Průmstav,50.047052,14.575348
Průmyslová,50.072512,14.535637
Psohlavců,50.026392,14.417341
Psáry,49.93672,14.514376
"Psáry,Dolní Jirčany",49.948856,14.519624
"Psáry,Dolní Jirčany,cihelna",49.951541,14.511669
"Psáry,Domov Laguna",49.931891,14.508204
"Psáry,Štědřík",49.941881,14.515789
Ptice,50.051701,14.175632
"Ptice,křiž.",50.052401,14.167511
Pučálka,50.112392,14.358103
"Pyšely,Nová Ves",49.88113,14.686059
"Pyšely,Zaječice",49.895154,14.682098
"Pyšely,hotel Doly",49.86734,14.660634
"Pyšely,nám.",49.877098,14.678013
"Pyšely,sokolovna",49.87505,14.678544
Pánkova,50.01821,14.649283
Pávovské náměstí,50.09321,14.540858
Písečná,50.125743,14.443513
Písková,50.003084,14.417574
Písková Lhota,50.13105,15.06988
Písnice,49.990926,14.468458
Píškova,50.041162,14.334351
Pětihosty,49.885846,14.704394
Předboj,50.226,14.478156
"Předboj,Rozc.",50.224546,14.495122
"Předměřice n.Jiz.,u kostela",50.255791,14.782428
Přední Kopanina,50.117186,14.298088
Přehvozdí,50.027991,14.83994
"Přehvozdí,U hřbitova",50.030301,14.841158
"Přerov n.L.,Nový Přerov",50.165845,14.837225
"Přerov n.L.,U skanzenu",50.1604,14.824939
"Přerov n.L.,rozc.u obory",50.146642,14.825606
"Přezletice,Horní náves",50.156397,14.575668
"Přezletice,Kocanda",50.159756,14.573441
"Přezletice,U Rybníka",50.154957,14.580837
"Přezletice,Vinořská",50.154141,14.577348
Přeštická,50.044692,14.512394
Přeštínská,49.99374,14.376282
Přistoupim,50.055496,14.876491
"Přistoupim,rozc.",50.063546,14.876561
Přišimasy,50.051807,14.760229
"Přišimasy,Horka",50.048956,14.76422
Příborská,50.131424,14.511036
Přímské náměstí,50.098911,14.678394
Přírodní,50.013293,14.45283
Přístav Holešovice,50.104707,14.455814
Přístav Radotín,49.994418,14.393488
Přístaviště,50.03985,14.409633
Přívorská,50.13608,14.436377
Přívozní,50.11028,14.451711
"Rabyně,Blaženice",49.789347,14.470004
"Rabyně,Loutí",49.799961,14.457469
"Rabyně,Měřín",49.789791,14.430018
"Rabyně,Nedvězí",49.805694,14.473358
"Rabyně,Stromeč",49.799988,14.442166
"Rabyně,Strážovna",49.797748,14.472944
"Rabyně,hl.přístav",49.822726,14.43204
"Rabyně,hotel Nová Rabyně",49.810285,14.429486
"Rabyně,rozc.Blaženice",49.791973,14.471942
Radhošťská,50.077633,14.45748
Radiová,50.069676,14.537296
Radlická,50.058496,14.388742
Radonice,50.141576,14.612763
"Radonice,Penny Market",50.132657,14.620011
"Radonice,Spojovací",50.142776,14.610048
Radonická,50.154818,14.53805
Radotínská,50.011426,14.389141
Radošovická,50.066839,14.495902
Radějovice,49.946761,14.564464
"Radějovice,Olešky",49.949146,14.57149
Raichlova,50.039376,14.328382
Rajská zahrada,50.106566,14.55993
"Ratboř,rozc.Těšínky",49.953937,15.144689
Ratibořická,50.111293,14.61416
Reinerova,50.074212,14.310146
Rektorská,50.087418,14.506833
Rembrandtova,50.068184,14.51245
Roblín,49.962078,14.247865
"Roblín,Kuchařík",49.97751,14.249063
"Roblín,hájovna",49.963774,14.264006
Rohanský ostrov,50.096962,14.450144
Rohožnická,50.073254,14.677932
Rokoska,50.117376,14.457512
Rokycanova,50.086168,14.455481
Ronešova,50.107174,14.565882
Rosečská,50.038468,14.455583
Rostoklaty,50.072598,14.80216
"Rostoklaty,Nová Ves II",50.071519,14.82269
"Rostoklaty,žel.st.",50.080448,14.803868
Rousínovská,50.146224,14.571387
Roztocká,50.12701,14.39873
"Roztoky,Bělina",50.155472,14.396174
"Roztoky,Levý Hradec",50.16605,14.371699
"Roztoky,Masarykova",50.165331,14.386883
"Roztoky,Solníky",50.166078,14.385445
"Roztoky,Tyršovo nám.",50.161034,14.392194
"Roztoky,U rybníčku",50.161402,14.382737
"Roztoky,nádraží",50.159126,14.39767
"Roztoky,rozc.Žalov",50.160302,14.372253
Roztylské náměstí,50.044486,14.478574
Roztyly,50.037653,14.477329
Rozýnova,50.080051,14.368741
Rtyňská,50.081382,14.57153
"Rudná,Celní úřad",50.020186,14.205062
"Rudná,Dušníky",50.037096,14.240056
"Rudná,Hewlett-Packard",50.018103,14.201254
"Rudná,Hořelice",50.026959,14.212528
"Rudná,Nerudova",50.031944,14.226385
"Rudná,U kina",50.03416,14.232312
"Rudná,U nádraží",50.038784,14.244518
"Rudná,V Brance",50.025098,14.21791
"Rudná,Vypich",50.015829,14.197996
"Rudná,Za Panskou zahradou",50.02256,14.206884
"Rudná,zdrav.stř.",50.032297,14.231788
"Rudná,škola",50.03001,14.221252
Ruská,50.071444,14.451323
Ruzyňská,50.085816,14.325096
Ruzyňská škola,50.083508,14.318099
Ruzyňský hřbitov,50.076028,14.312146
Ruzyňský velkoobchod,50.086336,14.313684
Rychnovská,50.135126,14.514033
Ryšánka,50.040758,14.438529
Rájecká,50.025244,14.601825
Rápošovská,50.077342,14.654313
Sadská,50.133264,14.986389
"Sadská,Husova",50.137285,14.985093
"Sadská,Mrsolská cesta",50.149962,14.96492
"Sadská,Prokopova",50.1288,14.984496
"Sadská,hotel Modrá Hvězda",50.145208,14.980844
"Sadská,kaple",50.133634,14.969282
Safírová,49.989776,14.350358
Santoška,50.066472,14.399136
Satalice,50.125648,14.571474
Satalická obora,50.12662,14.57498
Schengenská,50.106044,14.272407
Schodová,50.068242,14.363553
Sdružení,50.054468,14.442558
Sedlec,50.168005,14.435334
"Sedlec,PEMA",50.184872,14.448162
Sedlecký přívoz,50.133351,14.393366
Sekeřická,50.113052,14.610129
Selská,50.046084,14.524144
Selských baterií,50.073968,14.316343
Semice,50.164163,14.875194
"Semice,křiž.",50.165795,14.857439
"Semice,rozc.Velenka",50.162808,14.87902
"Semice,školka",50.164078,14.86942
Sendražická,50.098857,14.667261
"Senohraby,U zvoničky",49.895426,14.718039
"Senohraby,U Školy",49.895545,14.72074
"Senohraby,odb.",49.895246,14.713134
"Senohraby,žel.st.",49.897361,14.727929
Serpentina,50.036078,14.401021
Severozápadní,50.046868,14.476214
Sezemická,50.124408,14.619046
Sibeliova,50.092706,14.384141
Sibiřské náměstí,50.104609,14.405958
Sibřina,50.056495,14.669696
"Sibřina,Stupice",50.053271,14.64785
"Sibřina,Říčanská",50.053997,14.668108
Sicherova,50.115146,14.561108
Skalka,50.068249,14.507801
Skloněná,50.100393,14.48773
Skládka Chabry,50.146012,14.455855
Skládka Ďáblice,50.154318,14.485636
Sklářská,50.057243,14.536618
"Skorkov,Otradovice",50.210432,14.744448
"Skorkov,Otradovice,křiž.",50.216212,14.741581
"Skorkov,Podbrahy",50.2207,14.745635
"Skorkov,U Transformátoru",50.230985,14.749495
"Slapy,Jednota",49.81274,14.398532
"Slapy,Na Rovínku",49.819596,14.40637
"Slapy,Na polesí",49.820642,14.385804
"Slapy,motorest I",49.816982,14.39471
"Slapy,motorest II",49.816709,14.395671
Slatinová,50.037742,14.323397
Slatiňanská,50.10814,14.59131
Slavia,50.068965,14.470219
Slavínského,50.033069,14.385975
Slivenec,50.020117,14.355208
Slivenecká,50.037984,14.390266
Slovinská,50.07078,14.459143
Sluhy,50.190434,14.558517
"Sluhy,Nad Hájem",50.192565,14.569466
"Sluhy,rozc.Brázdim",50.195576,14.558658
"Sluštice,Škola",50.039556,14.685007
Služská,50.124339,14.44988
Slánská,50.06449,14.308969
Smaragdová,50.026482,14.36071
Smiřická,50.089699,14.666376
Smržovská,50.094912,14.668838
Smíchovské nádraží,50.060931,14.409177
Sobín,50.067902,14.26371
Sojovice,50.222005,14.761422
Solidarita,50.076884,14.494275
Solná,49.996557,14.366284
Sovenická,50.137201,14.547016
Sovákova,50.123169,14.581632
Spalovna Malešice,50.080184,14.53806
Sparta,50.099298,14.418488
Spiritka,50.077168,14.367709
Spojovací,50.091733,14.498843
Spolská,50.090614,14.541556
Spomyšl,50.334116,14.360549
"Spomyšl,U Lávky",50.336049,14.367791
Sportareál Satalice,50.124315,14.56732
Spořická,50.145667,14.442516
Spořilov,50.049162,14.4822
Správa sociálního zabezpečení,50.05928,14.405901
Stadion Strahov,50.078434,14.388421
Starochuchelská,50.011451,14.385866
Starodejvická,50.096906,14.371309
Starolázeňská,50.016093,14.389593
Staroměstská,50.088557,14.416496
Staroměstské náměstí,50.087937,14.420889
Stará Lysá,50.221451,14.803232
"Stará Lysá,host.",50.225397,14.800293
"Stará Lysá,Čihadla",50.240004,14.78693
Stará Stodůlecká,50.049384,14.3573
Stará obec,50.088726,14.578991
Staré Bohnice,50.133609,14.415806
Staré Letňany,50.137893,14.516927
Staré náměstí,50.081852,14.31055
Starý Hloubětín,50.104653,14.52967
Starý Prosek,50.118107,14.490671
Starý Spořilov,50.042542,14.47351
Starý Vestec,50.144566,14.846692
Starý Zličín,50.061724,14.280451
Statenice,50.141684,14.318416
"Statenice,U kovárny",50.143571,14.322912
"Statenice,Černý Vůl",50.148729,14.328418
"Statenice,Černý Vůl,hospoda",50.146702,14.333089
Stavební zóna Horní Počernice,50.116431,14.59937
Staňkovice,49.875889,15.0175
"Staňkovice,Chlum,rozc.0.5",49.87665,15.000256
"Staňkovice,Nová Ves,rozc.0.3",49.87992,15.037884
"Staňkovice,Ostašov,rozc.1.1",49.877949,15.031879
"Staňkovice,Smilovice,rozc.1.0",49.878938,14.990635
Stejskalova,50.109466,14.472331
Stodůlky,50.046653,14.307025
Straky,50.233451,14.960026
"Strančice,Kašovice",49.944496,14.639804
"Strančice,Otice",49.964001,14.645334
"Strančice,Otice,U viaduktu",49.964891,14.654595
"Strančice,Předboř",49.945821,14.628079
"Strančice,Svojšovice",49.955759,14.657309
"Strančice,Všechromy",49.948361,14.656484
"Strančice,Všechromy,náves",49.948925,14.650848
"Strančice,rozc.průmyslová zóna",49.943691,14.64804
"Strančice,škola",49.947183,14.674598
"Strančice,žel.st.",49.949576,14.678385
Strašnická,50.072723,14.491004
Strnady,49.94565,14.394558
Strojírenská,50.06589,14.288373
Strossmayerovo náměstí,50.09888,14.433315
Struhařov,49.952361,14.744234
"Struhařov,Habr",49.953796,14.752689
"Struhařov,U hřiště",49.956661,14.750469
Strážní,50.092254,14.481273
Studenecká,50.087123,14.575805
"Stř.Skalice,Kost.Střimel.,Skalka",49.915661,14.799189
Střelničná,50.125814,14.459118
"Stříbrná Skalice,Blatiny",49.897726,14.854576
"Stříbrná Skalice,Hrad.Střimelice",49.901701,14.816019
"Stříbrná Skalice,Hradec",49.925786,14.830155
"Stříbrná Skalice,Hruškov",49.908084,14.833514
"Stříbrná Skalice,Kost.Střimelice",49.915431,14.806979
"Stříbrná Skalice,Propast",49.922301,14.82907
"Stříbrná Skalice,U Konvalinků",49.891963,14.860863
"Stříbrná Skalice,V Můstkách",49.902878,14.831396
"Stříbrná Skalice,Vozlín",49.902573,14.838868
"Stříbrná Skalice,náměstí",49.897771,14.845965
"Stříbrná Skalice,žel.st.",49.886828,14.857313
Střížkov,50.126603,14.488822
Suchdol,50.064595,14.694006
"Suchdol,Vysoká,rozc.1.2",49.95153,15.181458
Sudovo Hlavno,50.262427,14.685077
"Sudovo Hlavno,rozc.k háj.",50.270768,14.665091
Sudějovická,50.075248,14.665744
Sulice,49.923696,14.557124
"Sulice,Hlubočinka",49.933916,14.55932
"Sulice,Hlubočinka,Obchodní centrum",49.938717,14.553014
"Sulice,Na Křížkách",49.926772,14.568972
"Sulice,Nechánice",49.915391,14.538801
"Sulice,Želivec",49.915747,14.582191
"Sulice,Želivec,Mandava",49.922937,14.575576
Sulická,50.026476,14.44565
Sušická,50.101838,14.372807
Svatoplukova,50.065057,14.429624
Svatoňovická,50.08416,14.574308
Svatý Jan p.Skalou,49.968722,14.133315
"Svatý Jan p.Skalou,Sedlec",49.97841,14.135438
"Svatý Jan p.Skalou,Svatý Jánek",49.97388,14.135071
Svojetice,49.972271,14.738374
"Svojetice,K Tehovci",49.975999,14.734964
"Svojetice,Na skalce",49.969241,14.73907
"Svojetice,Na vyhlídce",49.963046,14.745124
"Svojetice,U Hájenky",49.965862,14.733094
Svrkyně,50.171508,14.295982
Svárov,50.062602,14.151174
"Svárov,Rymáň",50.069524,14.143687
"Svárov,škola",50.063584,14.154458
Svémyslice,50.146233,14.648332
Svépravice,50.103009,14.610312
Světice,49.970836,14.66248
"Světice,škola",49.972235,14.665116
Sychrov,50.120291,14.657324
"Sázava,aut.st.",49.874885,14.90739
"Sázava,osada Kopaniny",49.879418,14.883098
"Sázava,Černé Budy",49.874875,14.896025
Sídlištní,50.127182,14.378154
Sídliště Barrandov,50.031507,14.368125
Sídliště Bohnice,50.131612,14.410609
Sídliště Hloubětín,50.10649,14.542519
Sídliště Homolka,50.073634,14.351758
Sídliště Jahodnice,50.088806,14.55061
Sídliště Jinonice,50.051062,14.365637
Sídliště Kobylisy,50.127042,14.452108
Sídliště Krč,50.022978,14.451397
Sídliště Lehovec,50.10326,14.548641
Sídliště Lhotka,50.017197,14.434106
Sídliště Libuš,50.006109,14.454183
Sídliště Malešice,50.082948,14.508011
Sídliště Modřany,50.005221,14.43312
Sídliště Na Dědině,50.089926,14.309832
Sídliště Na Groši,50.057959,14.521372
Sídliště Novodvorská,50.02511,14.434393
Sídliště Pankrác,50.049062,14.434937
Sídliště Petrovice,50.034679,14.563305
Sídliště Petřiny,50.086764,14.339941
Sídliště Prosek,50.122498,14.493732
Sídliště Písnice,50.00086,14.466503
Sídliště Radotín,49.980209,14.35354
Sídliště Rohožník,50.07263,14.681808
Sídliště Skalka,50.062609,14.511374
Sídliště Spořilov,50.047792,14.490208
Sídliště Stodůlky,50.046958,14.316941
Sídliště Zahradní Město,50.0569,14.513119
Sídliště Zbraslav,49.968108,14.384632
Sídliště Zličín,50.060234,14.29324
Sídliště Čakovice,50.157663,14.520298
Sídliště Červený Vrch,50.098024,14.359237
Sídliště Čimice,50.144114,14.43202
Sídliště Ďáblice,50.132507,14.479282
Sídliště Řepy,50.065312,14.298503
"Tachlovice,Jakubská náves",50.010944,14.243292
"Tachlovice,Na vrškách",50.014051,14.241164
Tachovské náměstí,50.087286,14.452329
Talichova,50.088641,14.366356
Tatce,50.091834,14.976038
"Tatce,žel.zast.",50.099718,14.98366
Tehov,49.970821,14.693355
"Tehov,Hačálka",49.971236,14.679062
"Tehov,Lada",49.980591,14.70306
Tehovec,49.981641,14.729265
"Tehovec,Mototechna",49.990081,14.724985
"Tehovec,Vojkov",49.98869,14.712564
Tehovičky,50.012959,14.623408
Televizní věž,50.080242,14.373291
Tempo,50.020036,14.45196
Teplická,50.125362,14.486242
Teplárna Malešice,50.083143,14.5259
Teplárna Michle,50.05282,14.47468
Teplárna Třeboradice,50.16338,14.514756
Terasy,50.036963,14.400169
Terezínská,50.127371,14.500659
Terminál 1,50.107514,14.268493
Terminál 2,50.105064,14.268054
Terminál 3,50.098,14.290141
Thákurova,50.100108,14.386416
Tiskařská,50.082951,14.534091
Tismice,50.058516,14.819274
"Tismice,Hřbitov",50.055154,14.825194
"Tismice,Limuzy",50.056952,14.789009
"Tismice,MŠ",50.056241,14.817
"Tismice,Na Kopečku",50.060756,14.829223
"Tismice,bytovky",50.059462,14.824806
Tišice,50.269893,14.55543
"Tišice,Kozly",50.256468,14.560474
"Tišice,záv.Kafilerie",50.286271,14.540675
Tolstého,50.072609,14.459774
Topolová,50.054076,14.507508
Toulcův dvůr,50.047801,14.519342
Toužimská,50.136278,14.52271
Továrny Hostivař,50.056275,14.542773
Točná,49.972676,14.431774
Trnová,49.915202,14.357644
"Trnová,rozcestí",49.92121,14.336298
"Trnová,škola",49.916932,14.34855
Trojská,50.116706,14.432683
Truhlářská,50.089459,14.428682
Trutnovská,50.146242,14.505725
"Tuchoměřice,Kněžívka",50.13043,14.275522
"Tuchoměřice,Obecní úřad",50.132757,14.279234
"Tuchoměřice,Pastvišťata",50.133,14.290754
"Tuchoměřice,Statenická",50.132543,14.283943
"Tuchoměřice,U Hřiště",50.134264,14.28393
"Tuchoměřice,U dvora",50.127171,14.273076
"Tuchoměřice,komerční zóna",50.134845,14.256172
"Tuchoměřice,rozc.",50.124256,14.26957
"Tuchoměřice,zámek",50.1357,14.279916
"Tuchoměřice,Špejchar",50.13627,14.273691
"Tuchoměřice,Štěrbův mlýn",50.135438,14.301817
Tuchoraz,50.048136,14.850666
"Tuchoraz,U sadů",50.050906,14.855461
Tuhaň,50.29505,14.516193
"Tuhaň,Červená Píska",50.295081,14.534954
"Tuhaň,Červená Píska,I",50.294788,14.533452
Tuháňská,50.158343,14.542675
Tuklaty,50.085421,14.76773
"Tuklaty,Tlustovousy",50.090758,14.759011
Tupolevova,50.134506,14.50589
Tursko,50.190726,14.321161
Tusarova,50.100778,14.450016
Tylova čtvrť,50.008126,14.415524
Tyršova čtvrť,50.014093,14.4107
Tálínská,50.100905,14.546066
"Týnec n.Sáz.,aut.st.",49.834405,14.592249
"Týnec n.Sáz.,hrad Zbořený Kostelec",49.853345,14.589461
"Týnec n.Sáz.,Čakovice",49.86991,14.593159
"Týnec n.Sáz.,Čisté potoky",49.860395,14.584894
Těšnov,50.091698,14.43656
Třebenická,50.129368,14.481225
Třebešovská,50.115534,14.62607
Třebešín,50.084164,14.481854
Třebonice,50.045126,14.280542
Třeboradice,50.162962,14.524822
Třebotov,49.973155,14.289474
"Třebotov,Kala",49.96373,14.280334
"Třebotov,Solopisky",49.96027,14.296749
"Třebotov,Solopisky,ZD",49.961675,14.293089
"Třebotov,pomník",49.975655,14.304844
"Třebotov,sanatorium",49.97468,14.297049
"Třebotov,škola",49.973679,14.291973
Třebovle,50.025437,14.955666
"Třebovle,Borek",50.031676,14.9457
"Třebovle,Království,rozc.",50.014584,14.968402
Třinecká,50.13424,14.509818
U Belárie,50.016856,14.403556
U Bílého mlýnku,50.155309,14.528012
U Dobešky,50.040195,14.419163
U Drahaně,50.135402,14.415999
U Dálnice,50.020492,14.507399
U Elektry,50.103469,14.518998
U Hangáru,50.108373,14.277175
U Háje,50.042215,14.420488
U Jankovky,49.988208,14.367934
U Kapličky,49.962117,14.360874
U Kaštanu,50.083652,14.363111
U Kestřánků,49.986935,14.356814
U Kundratky,50.117819,14.487755
U Kunratického lesa,50.02293,14.488952
U Kříže,50.112513,14.475802
U Křížku,50.01598,14.356709
U Labutě,50.035805,14.456117
U Ladronky,50.079868,14.362094
U Lesíka,50.064709,14.358574
U Libušské sokolovny,50.004801,14.46435
U Libušského potoka,50.005831,14.423766
U Lomů,49.997248,14.33837
U Lípy,50.052379,14.494503
U Matěje,50.112234,14.380024
U Mezníku,50.051105,14.623072
U Měchurky,50.0647,14.378232
U Nemocnice,50.073522,14.42093
U Palaty,50.077192,14.388018
U Památníku,50.086789,14.445904
U Počernického rybníka,50.084865,14.59374
U Prioru,50.086938,14.319096
U Průhonu,50.104922,14.450025
U Průseku,50.059115,14.516962
U Radiály,50.075632,14.553624
U Rozcestí,50.016634,14.634933
U Spojů,50.145668,14.475274
U Staré pošty,50.036035,14.411772
U Staré školy,50.090177,14.421086
U Studánky,49.996774,14.48513
U Střediska,50.058662,14.557747
U Tabulky,50.117862,14.602459
U Továren,50.056396,14.539978
U Tří svatých,50.01155,14.477418
U Vodojemu,50.122548,14.527328
U Vody,50.110636,14.44801
U Vojenské nemocnice,50.090184,14.363918
U Václava,50.114648,14.310592
U Včely,49.96883,14.388238
U Waltrovky,50.058874,14.372627
U Zvoničky,50.010126,14.460663
U Zvonu,50.071587,14.387319
U Školy,50.043842,14.421674
"Uhlířské Janovice,nám.",49.880661,15.064276
Uhříněves,50.029803,14.604474
Uhříněveský hřbitov,50.027942,14.615692
Ukrajinská,50.064998,14.452526
